,frontendId,title,titleSlug,difficulty,topicTags,status
1612,1613,Find the Missing IDs,find-the-missing-ids,MEDIUM,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1613,1614,Maximum Nesting Depth of the Parentheses,maximum-nesting-depth-of-the-parentheses,EASY,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}]",TO_DO
1614,1615,Maximal Network Rank,maximal-network-rank,MEDIUM,"[{'name': 'Graph', 'slug': 'graph', '__typename': 'CommonTagNode'}]",TO_DO
1615,1616,Split Two Strings to Make Palindrome,split-two-strings-to-make-palindrome,MEDIUM,"[{'name': 'Two Pointers', 'slug': 'two-pointers', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}]",TO_DO
1616,1617,Count Subtrees With Max Distance Between Cities,count-subtrees-with-max-distance-between-cities,HARD,"[{'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation', '__typename': 'CommonTagNode'}, {'name': 'Tree', 'slug': 'tree', '__typename': 'CommonTagNode'}, {'name': 'Enumeration', 'slug': 'enumeration', '__typename': 'CommonTagNode'}, {'name': 'Bitmask', 'slug': 'bitmask', '__typename': 'CommonTagNode'}]",TO_DO
1617,1618,Maximum Font to Fit a Sentence in a Screen,maximum-font-to-fit-a-sentence-in-a-screen,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Interactive', 'slug': 'interactive', '__typename': 'CommonTagNode'}]",TO_DO
1618,1619,Mean of Array After Removing Some Elements,mean-of-array-after-removing-some-elements,EASY,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",TO_DO
1619,1620,Coordinate With Maximum Network Quality,coordinate-with-maximum-network-quality,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Enumeration', 'slug': 'enumeration', '__typename': 'CommonTagNode'}]",TO_DO
1620,1621,Number of Sets of K Non-Overlapping Line Segments,number-of-sets-of-k-non-overlapping-line-segments,MEDIUM,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Combinatorics', 'slug': 'combinatorics', '__typename': 'CommonTagNode'}]",TO_DO
1621,1622,Fancy Sequence,fancy-sequence,HARD,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Design', 'slug': 'design', '__typename': 'CommonTagNode'}, {'name': 'Segment Tree', 'slug': 'segment-tree', '__typename': 'CommonTagNode'}]",TO_DO
1622,1623,All Valid Triplets That Can Represent a Country,all-valid-triplets-that-can-represent-a-country,EASY,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1623,1624,Largest Substring Between Two Equal Characters,largest-substring-between-two-equal-characters,EASY,"[{'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}]",TO_DO
1624,1625,Lexicographically Smallest String After Applying Operations,lexicographically-smallest-string-after-applying-operations,MEDIUM,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Enumeration', 'slug': 'enumeration', '__typename': 'CommonTagNode'}]",TO_DO
1625,1626,Best Team With No Conflicts,best-team-with-no-conflicts,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",TO_DO
1626,1627,Graph Connectivity With Threshold,graph-connectivity-with-threshold,HARD,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Union Find', 'slug': 'union-find', '__typename': 'CommonTagNode'}, {'name': 'Number Theory', 'slug': 'number-theory', '__typename': 'CommonTagNode'}]",TO_DO
1627,1628,Design an Expression Tree With Evaluate Function,design-an-expression-tree-with-evaluate-function,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}, {'name': 'Tree', 'slug': 'tree', '__typename': 'CommonTagNode'}, {'name': 'Design', 'slug': 'design', '__typename': 'CommonTagNode'}, {'name': 'Binary Tree', 'slug': 'binary-tree', '__typename': 'CommonTagNode'}]",TO_DO
1628,1629,Slowest Key,slowest-key,EASY,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}]",TO_DO
1629,1630,Arithmetic Subarrays,arithmetic-subarrays,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",TO_DO
1630,1631,Path With Minimum Effort,path-with-minimum-effort,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Union Find', 'slug': 'union-find', '__typename': 'CommonTagNode'}, {'name': 'Heap (Priority Queue)', 'slug': 'heap-priority-queue', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}]",TO_DO
1631,1632,Rank Transform of a Matrix,rank-transform-of-a-matrix,HARD,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Union Find', 'slug': 'union-find', '__typename': 'CommonTagNode'}, {'name': 'Graph', 'slug': 'graph', '__typename': 'CommonTagNode'}, {'name': 'Topological Sort', 'slug': 'topological-sort', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}]",TO_DO
1632,1633,Percentage of Users Attended a Contest,percentage-of-users-attended-a-contest,EASY,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1633,1634,Add Two Polynomials Represented as Linked Lists,add-two-polynomials-represented-as-linked-lists,MEDIUM,"[{'name': 'Linked List', 'slug': 'linked-list', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Two Pointers', 'slug': 'two-pointers', '__typename': 'CommonTagNode'}]",TO_DO
1634,1635,Hopper Company Queries I,hopper-company-queries-i,HARD,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1635,1636,Sort Array by Increasing Frequency,sort-array-by-increasing-frequency,EASY,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",TO_DO
1636,1637,Widest Vertical Area Between Two Points Containing No Points,widest-vertical-area-between-two-points-containing-no-points,EASY,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",TO_DO
1637,1638,Count Substrings That Differ by One Character,count-substrings-that-differ-by-one-character,MEDIUM,"[{'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Enumeration', 'slug': 'enumeration', '__typename': 'CommonTagNode'}]",TO_DO
1638,1639,Number of Ways to Form a Target String Given a Dictionary,number-of-ways-to-form-a-target-string-given-a-dictionary,HARD,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}]",TO_DO
1639,1640,Check Array Formation Through Concatenation,check-array-formation-through-concatenation,EASY,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}]",TO_DO
1640,1641,Count Sorted Vowel Strings,count-sorted-vowel-strings,MEDIUM,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Combinatorics', 'slug': 'combinatorics', '__typename': 'CommonTagNode'}]",TO_DO
1641,1642,Furthest Building You Can Reach,furthest-building-you-can-reach,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Heap (Priority Queue)', 'slug': 'heap-priority-queue', '__typename': 'CommonTagNode'}]",TO_DO
1642,1643,Kth Smallest Instructions,kth-smallest-instructions,HARD,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Combinatorics', 'slug': 'combinatorics', '__typename': 'CommonTagNode'}]",TO_DO
1643,1644,Lowest Common Ancestor of a Binary Tree II,lowest-common-ancestor-of-a-binary-tree-ii,MEDIUM,"[{'name': 'Tree', 'slug': 'tree', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Binary Tree', 'slug': 'binary-tree', '__typename': 'CommonTagNode'}]",TO_DO
1644,1645,Hopper Company Queries II,hopper-company-queries-ii,HARD,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1645,1646,Get Maximum in Generated Array,get-maximum-in-generated-array,EASY,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Simulation', 'slug': 'simulation', '__typename': 'CommonTagNode'}]",TO_DO
1646,1647,Minimum Deletions to Make Character Frequencies Unique,minimum-deletions-to-make-character-frequencies-unique,MEDIUM,"[{'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",TO_DO
1647,1648,Sell Diminishing-Valued Colored Balls,sell-diminishing-valued-colored-balls,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}, {'name': 'Heap (Priority Queue)', 'slug': 'heap-priority-queue', '__typename': 'CommonTagNode'}]",TO_DO
1648,1649,Create Sorted Array through Instructions,create-sorted-array-through-instructions,HARD,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Divide and Conquer', 'slug': 'divide-and-conquer', '__typename': 'CommonTagNode'}, {'name': 'Binary Indexed Tree', 'slug': 'binary-indexed-tree', '__typename': 'CommonTagNode'}, {'name': 'Segment Tree', 'slug': 'segment-tree', '__typename': 'CommonTagNode'}, {'name': 'Merge Sort', 'slug': 'merge-sort', '__typename': 'CommonTagNode'}, {'name': 'Ordered Set', 'slug': 'ordered-set', '__typename': 'CommonTagNode'}]",TO_DO
1649,1650,Lowest Common Ancestor of a Binary Tree III,lowest-common-ancestor-of-a-binary-tree-iii,MEDIUM,"[{'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Two Pointers', 'slug': 'two-pointers', '__typename': 'CommonTagNode'}, {'name': 'Tree', 'slug': 'tree', '__typename': 'CommonTagNode'}, {'name': 'Binary Tree', 'slug': 'binary-tree', '__typename': 'CommonTagNode'}]",TO_DO
1650,1651,Hopper Company Queries III,hopper-company-queries-iii,HARD,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1651,1652,Defuse the Bomb,defuse-the-bomb,EASY,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Sliding Window', 'slug': 'sliding-window', '__typename': 'CommonTagNode'}]",TO_DO
1652,1653,Minimum Deletions to Make String Balanced,minimum-deletions-to-make-string-balanced,MEDIUM,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}]",TO_DO
1653,1654,Minimum Jumps to Reach Home,minimum-jumps-to-reach-home,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}]",TO_DO
1654,1655,Distribute Repeating Integers,distribute-repeating-integers,HARD,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Backtracking', 'slug': 'backtracking', '__typename': 'CommonTagNode'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation', '__typename': 'CommonTagNode'}, {'name': 'Bitmask', 'slug': 'bitmask', '__typename': 'CommonTagNode'}]",TO_DO
1655,1656,Design an Ordered Stream,design-an-ordered-stream,EASY,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Design', 'slug': 'design', '__typename': 'CommonTagNode'}, {'name': 'Data Stream', 'slug': 'data-stream', '__typename': 'CommonTagNode'}]",TO_DO
1656,1657,Determine if Two Strings Are Close,determine-if-two-strings-are-close,MEDIUM,"[{'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}, {'name': 'Counting', 'slug': 'counting', '__typename': 'CommonTagNode'}]",TO_DO
1657,1658,Minimum Operations to Reduce X to Zero,minimum-operations-to-reduce-x-to-zero,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Sliding Window', 'slug': 'sliding-window', '__typename': 'CommonTagNode'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum', '__typename': 'CommonTagNode'}]",TO_DO
1658,1659,Maximize Grid Happiness,maximize-grid-happiness,HARD,"[{'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation', '__typename': 'CommonTagNode'}, {'name': 'Memoization', 'slug': 'memoization', '__typename': 'CommonTagNode'}, {'name': 'Bitmask', 'slug': 'bitmask', '__typename': 'CommonTagNode'}]",TO_DO
1659,1660,Correct a Binary Tree,correct-a-binary-tree,MEDIUM,"[{'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Tree', 'slug': 'tree', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Breadth-First Search', 'slug': 'breadth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Binary Tree', 'slug': 'binary-tree', '__typename': 'CommonTagNode'}]",TO_DO
1660,1661,Average Time of Process per Machine,average-time-of-process-per-machine,EASY,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1661,1662,Check If Two String Arrays are Equivalent,check-if-two-string-arrays-are-equivalent,EASY,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}]",TO_DO
1662,1663,Smallest String With A Given Numeric Value,smallest-string-with-a-given-numeric-value,MEDIUM,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}]",TO_DO
1663,1664,Ways to Make a Fair Array,ways-to-make-a-fair-array,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum', '__typename': 'CommonTagNode'}]",TO_DO
1664,1665,Minimum Initial Energy to Finish Tasks,minimum-initial-energy-to-finish-tasks,HARD,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",TO_DO
1665,1666,Change the Root of a Binary Tree,change-the-root-of-a-binary-tree,MEDIUM,"[{'name': 'Tree', 'slug': 'tree', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Binary Tree', 'slug': 'binary-tree', '__typename': 'CommonTagNode'}]",TO_DO
1666,1667,Fix Names in a Table,fix-names-in-a-table,EASY,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1667,1668,Maximum Repeating Substring,maximum-repeating-substring,EASY,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'String Matching', 'slug': 'string-matching', '__typename': 'CommonTagNode'}]",TO_DO
1668,1669,Merge In Between Linked Lists,merge-in-between-linked-lists,MEDIUM,"[{'name': 'Linked List', 'slug': 'linked-list', '__typename': 'CommonTagNode'}]",TO_DO
1669,1670,Design Front Middle Back Queue,design-front-middle-back-queue,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Linked List', 'slug': 'linked-list', '__typename': 'CommonTagNode'}, {'name': 'Design', 'slug': 'design', '__typename': 'CommonTagNode'}, {'name': 'Queue', 'slug': 'queue', '__typename': 'CommonTagNode'}, {'name': 'Data Stream', 'slug': 'data-stream', '__typename': 'CommonTagNode'}]",TO_DO
1670,1671,Minimum Number of Removals to Make Mountain Array,minimum-number-of-removals-to-make-mountain-array,HARD,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Binary Search', 'slug': 'binary-search', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}]",TO_DO
1671,1672,Richest Customer Wealth,richest-customer-wealth,EASY,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Matrix', 'slug': 'matrix', '__typename': 'CommonTagNode'}]",TO_DO
1672,1673,Find the Most Competitive Subsequence,find-the-most-competitive-subsequence,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Stack', 'slug': 'stack', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Monotonic Stack', 'slug': 'monotonic-stack', '__typename': 'CommonTagNode'}]",TO_DO
1673,1674,Minimum Moves to Make Array Complementary,minimum-moves-to-make-array-complementary,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum', '__typename': 'CommonTagNode'}]",TO_DO
1674,1675,Minimize Deviation in Array,minimize-deviation-in-array,HARD,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Heap (Priority Queue)', 'slug': 'heap-priority-queue', '__typename': 'CommonTagNode'}, {'name': 'Ordered Set', 'slug': 'ordered-set', '__typename': 'CommonTagNode'}]",TO_DO
1675,1676,Lowest Common Ancestor of a Binary Tree IV,lowest-common-ancestor-of-a-binary-tree-iv,MEDIUM,"[{'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Tree', 'slug': 'tree', '__typename': 'CommonTagNode'}, {'name': 'Depth-First Search', 'slug': 'depth-first-search', '__typename': 'CommonTagNode'}, {'name': 'Binary Tree', 'slug': 'binary-tree', '__typename': 'CommonTagNode'}]",TO_DO
1676,1677,Product's Worth Over Invoices,products-worth-over-invoices,EASY,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1677,1678,Goal Parser Interpretation,goal-parser-interpretation,EASY,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}]",TO_DO
1678,1679,Max Number of K-Sum Pairs,max-number-of-k-sum-pairs,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'Two Pointers', 'slug': 'two-pointers', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",TO_DO
1679,1680,Concatenation of Consecutive Binary Numbers,concatenation-of-consecutive-binary-numbers,MEDIUM,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation', '__typename': 'CommonTagNode'}, {'name': 'Simulation', 'slug': 'simulation', '__typename': 'CommonTagNode'}]",TO_DO
1680,1681,Minimum Incompatibility,minimum-incompatibility,HARD,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation', '__typename': 'CommonTagNode'}, {'name': 'Bitmask', 'slug': 'bitmask', '__typename': 'CommonTagNode'}]",TO_DO
1681,1682,Longest Palindromic Subsequence II,longest-palindromic-subsequence-ii,MEDIUM,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}]",TO_DO
1682,1683,Invalid Tweets,invalid-tweets,EASY,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
1683,1684,Count the Number of Consistent Strings,count-the-number-of-consistent-strings,EASY,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Hash Table', 'slug': 'hash-table', '__typename': 'CommonTagNode'}, {'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Bit Manipulation', 'slug': 'bit-manipulation', '__typename': 'CommonTagNode'}, {'name': 'Counting', 'slug': 'counting', '__typename': 'CommonTagNode'}]",TO_DO
1684,1685,Sum of Absolute Differences in a Sorted Array,sum-of-absolute-differences-in-a-sorted-array,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum', '__typename': 'CommonTagNode'}]",TO_DO
1685,1686,Stone Game VI,stone-game-vi,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}, {'name': 'Heap (Priority Queue)', 'slug': 'heap-priority-queue', '__typename': 'CommonTagNode'}, {'name': 'Game Theory', 'slug': 'game-theory', '__typename': 'CommonTagNode'}]",TO_DO
1686,1687,Delivering Boxes from Storage to Ports,delivering-boxes-from-storage-to-ports,HARD,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Segment Tree', 'slug': 'segment-tree', '__typename': 'CommonTagNode'}, {'name': 'Queue', 'slug': 'queue', '__typename': 'CommonTagNode'}, {'name': 'Heap (Priority Queue)', 'slug': 'heap-priority-queue', '__typename': 'CommonTagNode'}, {'name': 'Prefix Sum', 'slug': 'prefix-sum', '__typename': 'CommonTagNode'}, {'name': 'Monotonic Queue', 'slug': 'monotonic-queue', '__typename': 'CommonTagNode'}]",TO_DO
1687,1688,Count of Matches in Tournament,count-of-matches-in-tournament,EASY,"[{'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Simulation', 'slug': 'simulation', '__typename': 'CommonTagNode'}]",TO_DO
1688,1689,Partitioning Into Minimum Number Of Deci-Binary Numbers,partitioning-into-minimum-number-of-deci-binary-numbers,MEDIUM,"[{'name': 'String', 'slug': 'string', '__typename': 'CommonTagNode'}, {'name': 'Greedy', 'slug': 'greedy', '__typename': 'CommonTagNode'}]",TO_DO
1689,1690,Stone Game VII,stone-game-vii,MEDIUM,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Math', 'slug': 'math', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Game Theory', 'slug': 'game-theory', '__typename': 'CommonTagNode'}]",TO_DO
1690,1691,Maximum Height by Stacking Cuboids ,maximum-height-by-stacking-cuboids,HARD,"[{'name': 'Array', 'slug': 'array', '__typename': 'CommonTagNode'}, {'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}, {'name': 'Sorting', 'slug': 'sorting', '__typename': 'CommonTagNode'}]",TO_DO
1691,1692,Count Ways to Distribute Candies,count-ways-to-distribute-candies,HARD,"[{'name': 'Dynamic Programming', 'slug': 'dynamic-programming', '__typename': 'CommonTagNode'}]",TO_DO
1692,1693,Daily Leads and Partners,daily-leads-and-partners,EASY,"[{'name': 'Database', 'slug': 'database', '__typename': 'CommonTagNode'}]",TO_DO
